datetime,close,high,low,open,volume,volume_buy,volume_sell
2021-08-24 07:00:00,47719.36,49888.88,47600.0,49523.23,398682.002,193775.029,204906.97299999997
2021-08-25 07:00:00,48992.65,49297.8,47130.57,47719.37,389100.384,194689.116,194411.268
2021-08-26 07:00:00,46853.06,49380.0,46280.0,48992.65,475183.123,230104.076,245079.04700000002
2021-08-27 07:00:00,49083.98,49220.0,46359.97,46854.22,403667.012,205164.652,198502.36
2021-08-28 07:00:00,48931.99,49333.0,48395.65,49082.13,222793.024,109948.674,112844.35
2021-08-29 07:00:00,48795.41,49769.2,47741.31,48931.99,315105.499,155344.998,159760.50100000002
2021-08-30 07:00:00,47024.7,48916.25,46876.49,48795.42,351830.754,169917.924,181912.83000000002
2021-08-31 07:00:00,47150.32,48298.0,46731.03,47024.69,365548.209,181913.89,183634.31899999996
2021-09-01 07:00:00,48842.94,49160.79,46550.99,47150.32,350108.374,175891.948,174216.426
2021-09-02 07:00:00,49299.14,50420.0,48631.2,48842.93,361863.055,179442.573,182420.482
2021-09-03 07:00:00,50027.08,51111.0,48333.0,49299.14,430326.386,215451.423,214874.963
2021-09-04 07:00:00,49940.74,50582.08,49360.0,50027.09,274956.842,136190.266,138766.576
2021-09-05 07:00:00,51799.57,51950.0,49462.59,49942.2,288984.124,148048.724,140935.40000000002
2021-09-06 07:00:00,52683.97,52830.0,51040.0,51799.56,297734.284,152032.163,145702.12099999998
2021-09-07 07:00:00,46864.39,52950.0,42088.0,52683.98,764140.139,364036.276,400103.86299999995
2021-09-08 07:00:00,46062.29,47347.0,44431.0,46864.38,435803.011,214784.769,221018.242
2021-09-09 07:00:00,46413.88,47400.0,45500.0,46060.02,309015.75,152282.069,156733.681
2021-09-10 07:00:00,44860.83,47037.5,44120.0,46413.88,343533.069,167338.043,176195.026
2021-09-11 07:00:00,45193.78,45999.0,44737.4,44860.83,194144.115,97883.696,96260.419
2021-09-12 07:00:00,46046.73,46512.2,44746.51,45194.19,223534.63,113248.808,110285.822
2021-09-13 07:00:00,44975.96,46933.89,43323.93,46048.02,448942.068,220554.171,228387.89700000003
2021-09-14 07:00:00,47087.18,47272.98,44692.9,44975.96,277925.721,141470.816,136454.90500000003
2021-09-15 07:00:00,48106.12,48440.93,46675.0,47087.18,244226.37,125186.65,119039.72
2021-09-16 07:00:00,47745.55,48488.0,47038.21,48106.13,260044.727,129615.057,130429.67000000001
2021-09-17 07:00:00,47303.11,48150.0,46750.0,47745.55,226193.34,111793.653,114399.68699999999
2021-09-18 07:00:00,48285.15,48850.0,47044.32,47303.11,207900.413,104344.769,103555.644
2021-09-19 07:00:00,47256.91,48364.64,46840.0,48284.61,212631.933,103064.05,109567.88299999999
2021-09-20 07:00:00,43026.6,47345.0,42467.86,47256.92,600764.629,290520.904,310243.725
2021-09-21 07:00:00,40726.1,43629.6,39503.58,43026.61,683242.002,336573.263,346668.739
2021-09-22 07:00:00,43520.0,43989.98,40551.49,40727.83,400849.752,205402.776,195446.97599999997
2021-09-23 07:00:00,44828.29,44976.48,43056.0,43520.0,330253.525,166949.881,163303.64400000003
2021-09-24 07:00:00,42798.49,45134.33,40650.0,44828.29,608595.52,306893.32,301702.2
2021-09-25 07:00:00,42651.58,42950.0,41630.26,42798.49,277084.795,139117.235,137967.56
2021-09-26 07:00:00,43150.0,43940.0,40725.01,42646.84,354393.916,182613.319,171780.59700000004
2021-09-27 07:00:00,42122.69,44350.0,42059.13,43150.01,285311.606,141202.027,144109.57900000003
2021-09-28 07:00:00,41006.32,42749.0,40854.0,42122.69,359745.538,179946.127,179799.411
2021-09-29 07:00:00,41499.71,42576.8,40708.73,41002.96,293307.589,147987.157,145320.43199999997
2021-09-30 07:00:00,43796.57,44100.0,41387.78,41499.7,389185.646,199661.066,189524.58000000002
2021-10-01 07:00:00,48123.94,48450.0,43260.01,43799.49,449491.768,237198.964,212292.80399999997
2021-10-02 07:00:00,47626.61,48338.68,47410.0,48123.93,182565.988,91641.538,90924.45000000001
2021-10-03 07:00:00,48187.3,49304.12,47071.26,47626.62,212410.375,108484.936,103925.439
2021-10-04 07:00:00,49198.22,49544.48,46885.29,48187.99,324424.837,163699.666,160725.171
2021-10-05 07:00:00,51455.12,51888.0,49009.21,49199.78,314043.813,163037.976,151005.83700000003
2021-10-06 07:00:00,55321.6,56416.02,50410.0,51460.22,418731.748,217635.741,201096.007
2021-10-07 07:00:00,53814.99,55337.8,53374.34,55327.45,262974.545,129986.407,132988.13799999998
2021-10-08 07:00:00,53975.0,56208.73,53647.3,53814.99,255210.035,124309.101,130900.93400000001
2021-10-09 07:00:00,54960.77,55589.0,53656.66,53974.99,167495.393,82817.693,84677.70000000001
2021-10-10 07:00:00,54700.0,56789.0,54101.0,54960.79,289072.818,141914.606,147158.21200000003
2021-10-11 07:00:00,57500.01,57880.0,54458.0,54700.0,314868.05,158591.466,156276.584
2021-10-12 07:00:00,56011.84,57756.52,53750.0,57500.01,349147.775,169177.726,179970.04900000003
2021-10-13 07:00:00,57393.65,57822.38,54271.24,56011.83,327714.318,163755.891,163958.42700000003
2021-10-14 07:00:00,57378.19,58586.67,56800.0,57393.65,254719.751,127191.107,127528.64399999999
2021-10-15 07:00:00,61702.33,63997.61,56900.0,57377.12,493366.513,250096.36,243270.153
2021-10-16 07:00:00,60925.56,62444.23,60220.0,61702.33,213251.899,102926.854,110325.045
2021-10-17 07:00:00,61571.45,61796.47,58850.0,60925.56,240132.514,117033.301,123099.21299999999
2021-10-18 07:00:00,62037.92,62800.0,59897.61,61571.45,333278.481,160428.138,172850.34300000002
2021-10-19 07:00:00,64316.7,64500.0,61300.0,62037.92,379243.718,186440.595,192803.123
2021-10-20 07:00:00,66064.24,67150.0,63518.81,64314.75,324737.868,163461.369,161276.499
2021-10-21 07:00:00,62260.33,66750.0,62000.0,66064.25,478610.458,228594.054,250016.40399999998
2021-10-22 07:00:00,60734.27,63796.2,60011.9,62260.33,350359.527,168894.903,181464.624
2021-10-23 07:00:00,61325.11,61780.0,59622.0,60734.28,222553.478,108858.031,113695.447
2021-10-24 07:00:00,60902.82,61550.0,59504.46,61325.09,245816.821,120985.809,124831.012
2021-10-25 07:00:00,63127.04,63795.98,60701.0,60902.82,234201.1,118071.63,116129.47
2021-10-26 07:00:00,60358.75,63362.06,59838.05,63129.25,252256.924,119855.116,132401.80800000002
2021-10-27 07:00:00,58449.36,61550.0,57865.0,60358.74,329112.396,157815.018,171297.378
2021-10-28 07:00:00,60622.03,62641.26,57550.0,58449.36,333323.116,165070.318,168252.79799999998
2021-10-29 07:00:00,62308.22,63069.71,60222.0,60622.02,218355.773,107416.947,110938.82599999999
2021-10-30 07:00:00,61895.19,62415.85,60631.23,62308.21,156041.523,76104.489,79937.03399999999
2021-10-31 07:00:00,61348.61,62462.99,60008.0,61895.19,183599.524,89771.335,93828.189
2021-11-01 07:00:00,60942.87,62543.58,59400.0,61347.14,246158.361,118207.15,127951.21100000001
2021-11-02 07:00:00,63266.69,64349.55,60659.58,60942.87,217592.062,109358.299,108233.763
2021-11-03 07:00:00,62946.45,63613.0,60300.0,63266.69,211190.183,101629.502,109560.681
2021-11-04 07:00:00,61431.86,63149.0,60703.0,62946.45,184677.079,88063.233,96613.846
2021-11-05 07:00:00,61006.0,62671.48,60762.0,61433.9,157569.637,76782.035,80787.60199999998
2021-11-06 07:00:00,61511.3,61645.75,60100.0,61006.0,154919.118,74901.484,80017.63399999999
2021-11-07 07:00:00,63316.4,63377.58,61368.26,61511.3,142878.208,72436.712,70441.49600000001
2021-11-08 07:00:00,67606.96,67932.89,63308.7,63316.4,274932.146,138123.266,136808.88
2021-11-09 07:00:00,67009.98,68675.16,66300.0,67606.96,231843.834,113027.881,118815.95300000001
2021-11-10 07:00:00,64920.13,69198.7,62400.51,67010.65,347835.573,167504.328,180331.24499999997
2021-11-11 07:00:00,64831.3,65646.98,64147.12,64920.13,178279.275,85507.216,92772.059
2021-11-12 07:00:00,64156.08,65500.0,62313.0,64831.2,264576.325,128278.242,136298.083
2021-11-13 07:00:00,64427.0,65073.24,63430.01,64156.08,124466.493,60958.991,63507.502
2021-11-14 07:00:00,65568.39,65569.99,63640.0,64426.99,146424.701,71887.542,74537.159
2021-11-15 07:00:00,63654.49,66395.05,63351.58,65568.38,210026.602,100563.649,109462.95300000001
2021-11-16 07:00:00,60106.03,63655.77,58397.14,63654.49,475025.706,224511.744,250513.962
2021-11-17 07:00:00,60366.96,60848.85,58336.68,60106.03,287388.873,141373.327,146015.54600000003
2021-11-18 07:00:00,56921.05,60999.0,56505.48,60366.97,412021.672,197043.864,214977.80800000002
2021-11-19 07:00:00,58069.51,58333.0,55604.0,56921.04,245356.121,120093.418,125262.70300000001
2021-11-20 07:00:00,59716.29,59873.84,57372.0,58069.52,173697.342,86276.801,87420.541
2021-11-21 07:00:00,58661.39,60052.82,58518.88,59716.28,143887.271,70920.127,72967.14400000001
2021-11-22 07:00:00,56268.31,59624.56,55600.0,58648.87,326184.881,157891.639,168293.242
2021-11-23 07:00:00,57574.23,57888.0,55250.0,56268.31,267790.325,132836.803,134953.522
